Ticker,CCASS ID,Date,Shareholding,% of Total Issued Shares/Warrants/Units,DoD Change
412,B01813,2020/08/24,61824,0.0002566441669013412,0.0
412,B01213,2020/08/24,61560,0.00025554824848677806,0.0
412,B01858,2020/08/24,60900,0.0002528084524503701,0.0
412,B01289,2020/08/24,60212,0.00024995242264272063,0.0
412,B01910,2020/08/24,60000,0.0002490723669461774,0.0
412,B01921,2020/08/24,60000,0.0002490723669461774,0.0
412,B01556,2020/08/24,47052,0.00019532255015919237,-0.002490723669461775
412,C00058,2020/08/24,46876,0.00019459193788281688,0.0
412,B01615,2020/08/24,41544,0.00017245770687353325,0.0
412,B01843,2020/08/24,41100,0.00017061457135813157,0.0
412,B01217,2020/08/24,39460,0.00016380659332826937,0.0
412,B01362,2020/08/24,36880,0.00015309648154958374,0.0
412,B01982,2020/08/24,32000,0.00013283859570462796,0.0
412,B01511,2020/08/24,31672,0.00013147700009865553,0.0
412,B01356,2020/08/24,30300,0.00012578154530781962,0.0
412,B01343,2020/08/24,30208,0.0001253996343451688,0.0
412,B01773,2020/08/24,29488,0.00012241076594181468,0.0
412,B01272,2020/08/24,28756,0.0001193720830650713,0.0
412,B01641,2020/08/24,24132,0.00010017690598575258,0.0
412,B01256,2020/08/24,24000,9.962894677847096e-05,0.0
412,B01576,2020/08/24,24000,9.962894677847096e-05,0.0
412,B01768,2020/08/24,24000,9.962894677847096e-05,0.0
412,B01664,2020/08/24,23380,9.705519898669379e-05,0.0
412,B01137,2020/08/24,22408,9.302022664216573e-05,0.0
412,B02132,2020/08/24,19236,7.985260084294448e-05,0.0
412,B01427,2020/08/24,18720,7.771057848720737e-05,0.0
412,B01710,2020/08/24,18120,7.52198548177456e-05,0.0
412,B01454,2020/08/24,18000,7.472171008385324e-05,0.0
412,B01443,2020/08/24,16780,6.965723862261429e-05,0.0
412,B01450,2020/08/24,13788,5.723682992423158e-05,0.0
412,B01252,2020/08/24,13156,5.4613267659065166e-05,0.0
412,B01716,2020/08/24,13020,5.40487036273205e-05,0.0
412,B01459,2020/08/24,12000,4.981447338923548e-05,0.0
412,B01543,2020/08/24,12000,4.981447338923548e-05,0.0
412,B01875,2020/08/24,12000,4.981447338923548e-05,0.0
412,B01940,2020/08/24,12000,4.981447338923548e-05,0.0
412,B01264,2020/08/24,11452,4.753961243779373e-05,0.0
412,B01198,2020/08/24,8488,3.523543751065257e-05,0.0
412,,2020/08/24,6604,2.7414565188542603e-05,0.0
412,B01717,2020/08/24,6000,2.490723669461774e-05,0.0
