% of Total Issued Shares/Warrants/Units,CCASS ID,Date,DoD Change,Shareholding,Ticker
0.05,B01686,2020/07/20,0.0,"13,065,600",1810
0.05,B01610,2020/07/20,0.0,"12,474,400",1810
0.05,B01825,2020/07/20,0.0,"12,219,600",1810
0.04,B01905,2020/07/20,0.0,"11,873,542",1810
0.04,B01695,2020/07/20,0.0,"11,867,295",1810
0.04,B01338,2020/07/20,0.0,"11,521,200",1810
0.04,C00041,2020/07/20,0.0,"11,156,800",1810
0.04,B01829,2020/07/20,0.0,"11,054,860",1810
0.04,C00048,2020/07/20,0.0,"10,022,600",1810
0.03,B01929,2020/07/20,0.0,"9,478,500",1810
0.03,B01118,2020/07/20,-0.010000000000000002,"8,877,764",1810
0.03,B01183,2020/07/20,0.0,"8,830,800",1810
0.03,B01890,2020/07/20,0.0,"7,467,560",1810
0.03,B01584,2020/07/20,0.0,"7,367,892",1810
0.02,B01347,2020/07/20,0.0,"7,198,600",1810
0.02,B01885,2020/07/20,0.0,"6,121,600",1810
0.02,B01497,2020/07/20,0.0,"5,768,800",1810
0.02,B01623,2020/07/20,0.0,"5,425,500",1810
0.02,B01264,2020/07/20,0.0,"5,290,800",1810
0.02,B01978,2020/07/20,0.0,"5,047,400",1810
0.01,B02132,2020/07/20,0.0,"4,607,000",1810
0.01,B01581,2020/07/20,0.0,"4,224,200",1810
0.01,B01830,2020/07/20,0.0,"3,872,500",1810
0.01,B01564,2020/07/20,0.0,"3,725,800",1810
0.01,B01673,2020/07/20,0.0,"3,556,000",1810
0.01,B01121,2020/07/20,0.0,"3,513,786",1810
0.01,B01762,2020/07/20,0.0,"3,486,570",1810
0.01,B01813,2020/07/20,0.0,"3,404,000",1810
0.01,B01423,2020/07/20,0.0,"3,316,200",1810
0.01,B01962,2020/07/20,0.0,"3,313,000",1810
0.01,B01939,2020/07/20,0.0,"3,159,200",1810
0.01,B01818,2020/07/20,0.0,"3,153,359",1810
0.01,B01875,2020/07/20,0.0,"3,150,800",1810
0.01,B01413,2020/07/20,0.0,"3,080,200",1810
0.01,B01858,2020/07/20,0.0,"3,056,000",1810
0.01,B01904,2020/07/20,0.0,"2,977,515",1810
0.01,B01777,2020/07/20,0.0,"2,882,000",1810
0.01,B01981,2020/07/20,0.0,"2,832,062",1810
0.01,B01217,2020/07/20,0.0,"2,648,400",1810
0.01,B01525,2020/07/20,0.0,"2,634,400",1810
0.01,B01556,2020/07/20,0.01,"2,596,400",1810
0.01,B01459,2020/07/20,0.0,"2,593,600",1810
0.01,B01900,2020/07/20,0.0,"2,528,600",1810
0.01,B01445,2020/07/20,0.0,"2,492,000",1810
0.0,B01959,2020/07/20,0.0,"2,358,400",1810
0.0,B02120,2020/07/20,0.0,"2,325,200",1810
0.0,C00095,2020/07/20,0.0,"2,295,242",1810
0.0,B01298,2020/07/20,0.0,"2,265,400",1810
0.0,B01421,2020/07/20,-0.01,"2,200,600",1810
0.0,B02176,2020/07/20,0.0,"2,190,964",1810
0.0,B01246,2020/07/20,0.0,"2,161,000",1810
0.0,B01184,2020/07/20,0.0,"2,087,000",1810
0.0,B01133,2020/07/20,0.0,"1,939,000",1810
0.0,B01685,2020/07/20,0.0,"1,763,600",1810
0.0,B01947,2020/07/20,0.0,"1,735,200",1810
0.0,B01773,2020/07/20,0.0,"1,606,200",1810
0.0,B01483,2020/07/20,0.0,"1,581,000",1810
0.0,B01119,2020/07/20,0.0,"1,490,600",1810
0.0,B01649,2020/07/20,0.0,"1,436,200",1810
0.0,B01137,2020/07/20,0.0,"1,425,400",1810
0.0,B01937,2020/07/20,0.0,"1,383,600",1810
0.0,B01129,2020/07/20,0.0,"1,369,200",1810
0.0,B01848,2020/07/20,0.0,"1,295,600",1810
0.0,B01253,2020/07/20,0.0,"1,212,200",1810
0.0,B01169,2020/07/20,0.0,"1,198,200",1810
0.0,B01289,2020/07/20,0.0,"1,146,000",1810
0.0,B01275,2020/07/20,0.0,"1,000,200",1810
0.0,B01181,2020/07/20,0.0,"921,000",1810
0.0,B01514,2020/07/20,0.0,"855,600",1810
0.0,B02042,2020/07/20,0.0,"806,000",1810
0.0,B02102,2020/07/20,0.0,"775,200",1810
0.0,B01290,2020/07/20,0.0,"746,600",1810
0.0,B01843,2020/07/20,0.0,"713,400",1810
0.0,B01265,2020/07/20,0.0,"699,600",1810
0.0,B01373,2020/07/20,0.0,"656,400",1810
0.0,B01256,2020/07/20,0.0,"642,400",1810
0.0,B01252,2020/07/20,0.0,"565,800",1810
0.0,B01705,2020/07/20,0.0,"544,200",1810
0.0,B01563,2020/07/20,0.0,"533,800",1810
0.0,B01356,2020/07/20,0.0,"524,000",1810
0.0,B02159,2020/07/20,0.0,"498,662",1810
0.0,B01198,2020/07/20,0.0,"469,200",1810
0.0,B01401,2020/07/20,0.0,"458,400",1810
0.0,B01523,2020/07/20,0.0,"443,600",1810
0.0,B01340,2020/07/20,0.0,"409,055",1810
0.0,B01123,2020/07/20,0.0,"398,000",1810
0.0,B01439,2020/07/20,0.0,"396,200",1810
0.0,B01508,2020/07/20,0.0,"383,000",1810
0.0,B01915,2020/07/20,0.0,"381,197",1810
0.0,B01809,2020/07/20,0.0,"380,600",1810
0.0,B01789,2020/07/20,0.0,"354,800",1810
0.0,B01940,2020/07/20,0.0,"354,600",1810
0.0,B01567,2020/07/20,0.0,"344,200",1810
0.0,B01700,2020/07/20,0.0,"341,200",1810
0.0,B01732,2020/07/20,0.0,"334,000",1810
0.0,B01710,2020/07/20,0.0,"333,800",1810
0.0,B01694,2020/07/20,0.0,"333,000",1810
0.0,B01470,2020/07/20,0.0,"330,800",1810
0.0,B01230,2020/07/20,0.0,"325,800",1810
0.0,B01259,2020/07/20,0.0,"314,600",1810
0.0,B01271,2020/07/20,0.0,"311,800",1810
0.0,B01552,2020/07/20,0.0,"309,600",1810
0.0,B01173,2020/07/20,0.0,"297,400",1810
0.0,B01320,2020/07/20,0.0,"293,600",1810
0.0,B01696,2020/07/20,0.0,"289,800",1810
0.0,B01494,2020/07/20,0.0,"284,800",1810
0.0,B01212,2020/07/20,0.0,"283,600",1810
0.0,B01458,2020/07/20,0.0,"283,400",1810
0.0,B02032,2020/07/20,0.0,"277,000",1810
0.0,B01191,2020/07/20,0.0,"275,400",1810
0.0,B01324,2020/07/20,0.0,"266,200",1810
0.0,B01238,2020/07/20,0.0,"262,400",1810
0.0,B01585,2020/07/20,0.0,"252,000",1810
0.0,B01425,2020/07/20,0.0,"246,400",1810
0.0,B01540,2020/07/20,0.0,"241,400",1810
0.0,B01460,2020/07/20,0.0,"234,600",1810
0.0,B01659,2020/07/20,0.0,"221,600",1810
0.0,B01351,2020/07/20,0.0,"217,800",1810
0.0,B01769,2020/07/20,0.0,"209,518",1810
0.0,B02021,2020/07/20,0.0,"199,600",1810
0.0,B01267,2020/07/20,0.0,"196,600",1810
0.0,B01971,2020/07/20,0.0,"192,800",1810
0.0,B01779,2020/07/20,0.0,"190,400",1810
0.0,B01511,2020/07/20,0.0,"190,000",1810
0.0,B01415,2020/07/20,0.0,"161,800",1810
0.0,B01633,2020/07/20,0.0,"158,800",1810
0.0,B01814,2020/07/20,0.0,"157,600",1810
0.0,B01343,2020/07/20,0.0,"154,400",1810
0.0,B01576,2020/07/20,0.0,"154,200",1810
0.0,B01481,2020/07/20,0.0,"154,000",1810
0.0,B01240,2020/07/20,0.0,"151,004",1810
0.0,B02107,2020/07/20,0.0,"135,600",1810
0.0,B01662,2020/07/20,0.0,"134,000",1810
0.0,B01509,2020/07/20,0.0,"121,600",1810
0.0,B02085,2020/07/20,0.0,"120,000",1810
0.0,B01768,2020/07/20,0.0,"118,000",1810
0.0,B01606,2020/07/20,0.0,"114,200",1810
0.0,B01444,2020/07/20,0.0,"111,000",1810
0.0,B01575,2020/07/20,0.0,"102,400",1810
0.0,B01535,2020/07/20,0.0,"102,200",1810
0.0,B01741,2020/07/20,0.0,"99,400",1810
0.0,B01831,2020/07/20,0.0,"93,200",1810
0.0,B01362,2020/07/20,0.0,"90,800",1810
0.0,B02047,2020/07/20,0.0,"89,800",1810
0.0,B01588,2020/07/20,0.0,"89,000",1810
0.0,B01721,2020/07/20,0.0,"87,400",1810
0.0,B02099,2020/07/20,0.0,"77,200",1810
0.0,B01684,2020/07/20,0.0,"69,000",1810
0.0,B01852,2020/07/20,0.0,"62,600",1810
0.0,B01906,2020/07/20,0.0,"62,200",1810
0.0,B01294,2020/07/20,0.0,"55,200",1810
0.0,B01712,2020/07/20,0.0,"53,600",1810
0.0,B01329,2020/07/20,0.0,"41,800",1810
0.0,B01417,2020/07/20,0.0,"41,400",1810
0.0,B02093,2020/07/20,0.0,"38,234",1810
0.0,B02007,2020/07/20,0.0,"37,000",1810
0.0,B01454,2020/07/20,0.0,"34,600",1810
0.0,B01604,2020/07/20,0.0,"14,800",1810
0.0,B01555,2020/07/20,0.0,"8,800",1810
11.69,C00010,2020/07/18,0.0,"2,509,119,735",9988
3.86,C00019,2020/07/18,0.020000000000000018,"829,612,577",9988
2.86,C00100,2020/07/18,-0.010000000000000231,"614,806,237",9988
0.79,C00039,2020/07/18,0.0,"170,831,727",9988
0.37,C00074,2020/07/18,-0.030000000000000027,"80,257,335",9988
0.32,C00002,2020/07/18,0.0,"69,426,700",9988
0.29,C00033,2020/07/18,-0.010000000000000009,"64,192,871",9988
0.29,B01161,2020/07/18,0.019999999999999962,"62,388,942",9988
0.26,B01274,2020/07/18,0.0,"56,419,905",9988
0.19,C00093,2020/07/18,0.0,"42,744,737",9988
0.16,B01451,2020/07/18,0.010000000000000009,"36,127,255",9988
0.14,B01284,2020/07/18,0.0,"30,484,903",9988
0.1,B01130,2020/07/18,0.0,"22,345,246",9988
0.06,B01224,2020/07/18,-0.010000000000000009,"14,399,885",9988
0.05,B01590,2020/07/18,0.0,"11,823,964",9988
0.04,B01376,2020/07/18,0.0,"9,475,528",9988
0.04,B01089,2020/07/18,0.0,"9,209,138",9988
0.03,C00003,2020/07/18,0.0,"7,793,012",9988
0.03,B01955,2020/07/18,0.0,"7,031,053",9988
0.03,B01353,2020/07/18,0.0,"6,911,376",9988
0.03,B01086,2020/07/18,0.0,"6,730,493",9988
0.03,C00016,2020/07/18,0.0,"6,687,432",9988
0.03,C00042,2020/07/18,0.0,"6,518,607",9988
0.02,C00088,2020/07/18,0.0,"5,956,967",9988
0.02,B01491,2020/07/18,0.0,"5,897,986",9988
0.02,C00015,2020/07/18,0.0,"5,537,034",9988
0.02,B01143,2020/07/18,0.0,"4,719,700",9988
0.02,B01610,2020/07/18,0.0,"4,498,650",9988
0.02,B01668,2020/07/18,0.0,"4,367,580",9988
0.01,B01565,2020/07/18,0.0,"4,039,148",9988
0.01,C00028,2020/07/18,0.0,"3,948,817",9988
0.01,C00037,2020/07/18,0.0,"3,800,900",9988
0.01,B01727,2020/07/18,0.0,"3,725,082",9988
0.01,B01842,2020/07/18,0.0,"3,512,777",9988
0.01,B01345,2020/07/18,0.0,"3,498,695",9988
0.01,C00036,2020/07/18,0.0,"3,448,860",9988
0.01,B01695,2020/07/18,0.0,"2,908,933",9988
0.01,B01148,2020/07/18,0.0,"2,612,600",9988
0.01,B01118,2020/07/18,0.0,"2,440,755",9988
0.01,C00058,2020/07/18,0.0,"2,383,100",9988
0.0,B01938,2020/07/18,-0.01,"2,080,554",9988
0.0,B01826,2020/07/18,0.0,"1,898,506",9988
0.0,B01115,2020/07/18,0.0,"1,895,300",9988
0.0,B01265,2020/07/18,0.0,"1,887,100",9988
0.0,B01584,2020/07/18,0.0,"1,657,125",9988
0.0,B01338,2020/07/18,0.0,"1,644,410",9988
0.0,B01183,2020/07/18,0.0,"1,574,463",9988
0.0,C00040,2020/07/18,0.0,"1,572,689",9988
0.0,B01654,2020/07/18,0.0,"1,571,897",9988
0.0,B01901,2020/07/18,0.0,"1,566,496",9988
0.0,B01389,2020/07/18,0.0,"1,320,500",9988
0.0,C00048,2020/07/18,0.0,"1,281,900",9988
0.0,B01228,2020/07/18,0.0,"1,238,900",9988
0.0,B01824,2020/07/18,0.0,"1,184,400",9988
0.0,B01825,2020/07/18,0.0,"1,151,500",9988
0.0,B01323,2020/07/18,0.0,"1,109,928",9988
0.0,B01929,2020/07/18,0.0,"1,070,300",9988
0.0,C00018,2020/07/18,0.0,"1,065,380",9988
0.0,B01623,2020/07/18,0.0,"1,045,400",9988
0.0,B01217,2020/07/18,0.0,"968,300",9988
0.0,B01939,2020/07/18,0.0,"964,800",9988
0.0,B01264,2020/07/18,0.0,"939,700",9988
0.0,B01848,2020/07/18,0.0,"906,200",9988
0.0,C00095,2020/07/18,0.0,"895,944",9988
0.0,B01858,2020/07/18,0.0,"856,400",9988
0.0,B01555,2020/07/18,0.0,"848,900",9988
0.0,B01686,2020/07/18,0.0,"837,600",9988
0.0,B01497,2020/07/18,0.0,"798,700",9988
0.0,B01347,2020/07/18,0.0,"790,890",9988
0.0,B01762,2020/07/18,0.0,"774,400",9988
0.0,B01818,2020/07/18,0.0,"677,133",9988
0.0,B01967,2020/07/18,0.0,"634,000",9988
0.0,B01905,2020/07/18,0.0,"597,600",9988
0.0,B01829,2020/07/18,0.0,"540,387",9988
0.0,B01866,2020/07/18,0.0,"507,200",9988
0.0,B01272,2020/07/18,0.0,"502,700",9988
0.0,B01581,2020/07/18,0.0,"487,300",9988
0.0,B02132,2020/07/18,0.0,"486,700",9988
0.0,B01184,2020/07/18,0.0,"452,500",9988
0.0,B01673,2020/07/18,0.0,"445,900",9988
0.0,B01392,2020/07/18,0.0,"441,100",9988
0.0,B01777,2020/07/18,0.0,"437,950",9988
0.0,B01423,2020/07/18,0.0,"434,750",9988
0.0,C00102,2020/07/18,0.0,"431,100",9988
0.0,B02163,2020/07/18,0.0,"417,500",9988
0.0,B01959,2020/07/18,0.0,"408,900",9988
0.0,C00041,2020/07/18,0.0,"384,800",9988
0.0,B01813,2020/07/18,0.0,"360,800",9988
0.0,B01427,2020/07/18,0.0,"328,500",9988
0.0,B01209,2020/07/18,0.0,"327,220",9988
0.0,B01556,2020/07/18,0.0,"325,010",9988
0.0,B01885,2020/07/18,0.0,"312,900",9988
0.0,B01413,2020/07/18,0.0,"299,200",9988
0.0,B01904,2020/07/18,0.0,"279,906",9988
0.0,B01324,2020/07/18,0.0,"273,300",9988
0.0,B01459,2020/07/18,0.0,"263,400",9988
0.0,B01289,2020/07/18,0.0,"253,577",9988
0.0,B01246,2020/07/18,0.0,"253,000",9988
0.0,B01275,2020/07/18,0.0,"250,900",9988
0.0,B01773,2020/07/18,0.0,"248,600",9988
0.0,B01470,2020/07/18,0.0,"247,800",9988
0.0,B01137,2020/07/18,0.0,"240,300",9988
0.0,B01121,2020/07/18,0.0,"237,517",9988
0.0,B01133,2020/07/18,0.0,"233,828",9988
0.0,B01458,2020/07/18,0.0,"222,200",9988
0.0,B01708,2020/07/18,0.0,"217,300",9988
0.0,B01351,2020/07/18,0.0,"195,200",9988
0.0,B02176,2020/07/18,0.0,"188,500",9988
0.0,B01849,2020/07/18,0.0,"185,000",9988
0.0,B01894,2020/07/18,0.0,"181,340",9988
0.0,B01356,2020/07/18,0.0,"176,700",9988
0.0,B01715,2020/07/18,0.0,"173,300",9988
0.0,B01564,2020/07/18,0.0,"167,600",9988
0.0,B01256,2020/07/18,0.0,"161,600",9988
0.0,B01169,2020/07/18,0.0,"160,000",9988
0.0,B01540,2020/07/18,0.0,"146,000",9988
0.0,B01947,2020/07/18,0.0,"142,800",9988
0.0,B01373,2020/07/18,0.0,"141,500",9988
0.0,B01252,2020/07/18,0.0,"126,100",9988
0.0,B01843,2020/07/18,0.0,"118,200",9988
0.0,B01438,2020/07/18,0.0,"117,940",9988
0.0,B01973,2020/07/18,0.0,"116,900",9988
0.0,B01563,2020/07/18,0.0,"113,200",9988
0.0,B01696,2020/07/18,0.0,"106,000",9988
0.0,B02120,2020/07/18,0.0,"105,200",9988
0.0,B01320,2020/07/18,0.0,"98,200",9988
0.0,B02159,2020/07/18,0.0,"96,549",9988
0.0,B01551,2020/07/18,0.0,"86,400",9988
0.0,B01123,2020/07/18,0.0,"86,000",9988
0.0,B01129,2020/07/18,0.0,"82,900",9988
0.0,B01728,2020/07/18,0.0,"81,600",9988
0.0,B01592,2020/07/18,0.0,"79,300",9988
0.0,B01494,2020/07/18,0.0,"78,100",9988
0.0,B01253,2020/07/18,0.0,"75,600",9988
0.0,B01523,2020/07/18,0.0,"73,321",9988
0.0,B01976,2020/07/18,0.0,"72,000",9988
0.0,B01450,2020/07/18,0.0,"69,600",9988
0.0,B01416,2020/07/18,0.0,"67,300",9988
0.0,B01941,2020/07/18,0.0,"67,061",9988
0.0,B01633,2020/07/18,0.0,"65,500",9988
0.0,B01343,2020/07/18,0.0,"65,300",9988
0.0,B01433,2020/07/18,0.0,"62,100",9988
0.0,B01290,2020/07/18,0.0,"61,300",9988
0.0,B01753,2020/07/18,0.0,"60,900",9988
0.0,B01402,2020/07/18,0.0,"58,400",9988
0.0,B01181,2020/07/18,0.0,"55,900",9988
0.0,B02093,2020/07/18,0.0,"55,501",9988
0.0,B01445,2020/07/18,0.0,"54,500",9988
0.0,B01259,2020/07/18,0.0,"54,200",9988
0.0,B01191,2020/07/18,0.0,"53,900",9988
0.0,B01700,2020/07/18,0.0,"50,800",9988
0.0,B01455,2020/07/18,0.0,"47,600",9988
0.0,B01340,2020/07/18,0.0,"47,203",9988
0.0,B01666,2020/07/18,0.0,"46,600",9988
0.0,B02102,2020/07/18,0.0,"45,550",9988
0.0,B01710,2020/07/18,0.0,"45,300",9988
0.0,B01734,2020/07/18,0.0,"42,500",9988
0.0,B01212,2020/07/18,0.0,"41,200",9988
0.0,B01676,2020/07/18,0.0,"38,300",9988
0.0,B01789,2020/07/18,0.0,"37,245",9988
0.0,B01986,2020/07/18,0.0,"35,300",9988
0.0,B01642,2020/07/18,0.0,"34,800",9988
0.0,B01769,2020/07/18,0.0,"34,156",9988
0.0,B01231,2020/07/18,0.0,"33,458",9988
0.0,B01567,2020/07/18,0.0,"32,500",9988
0.0,B01705,2020/07/18,0.0,"32,400",9988
0.0,B01787,2020/07/18,0.0,"29,400",9988
0.0,B01936,2020/07/18,0.0,"29,000",9988
0.0,B01680,2020/07/18,0.0,"23,700",9988
0.0,B01743,2020/07/18,0.0,"23,600",9988
0.0,B01240,2020/07/18,0.0,"23,320",9988
0.0,B01606,2020/07/18,0.0,"22,800",9988
0.0,B01724,2020/07/18,0.0,"22,350",9988
0.0,B01310,2020/07/18,0.0,"21,900",9988
0.0,B01481,2020/07/18,0.0,"17,830",9988
0.0,B01509,2020/07/18,0.0,"16,700",9988
0.0,B02028,2020/07/18,0.0,"16,400",9988
27.22,C00019,2020/07/18,0.019999999999999574,"2,601,172,680",700
11.18,C00100,2020/07/18,-0.019999999999999574,"1,069,045,697",700
5.43,C00010,2020/07/18,0.009999999999999787,"519,071,641",700
4.55,C00039,2020/07/18,0.0,"435,193,952",700
3.78,B01451,2020/07/18,0.0,"361,397,500",700
3.78,B01274,2020/07/18,0.0,"361,201,341",700
2.85,B01161,2020/07/18,0.0,"272,949,994",700
2.1,A00003,2020/07/18,0.020000000000000018,"201,097,404",700
1.47,B01130,2020/07/18,0.0,"140,778,543",700
1.26,C00093,2020/07/18,0.0,"121,195,775",700
1.21,C00074,2020/07/18,0.010000000000000009,"116,506,501",700
1.01,A00004,2020/07/18,0.010000000000000009,"96,809,767",700
0.28,C00018,2020/07/18,0.0,"27,517,753",700
0.28,C00033,2020/07/18,0.0,"27,234,294",700
0.22,B01224,2020/07/18,-0.01999999999999999,"21,947,252",700
0.2,B01565,2020/07/18,0.0,"19,681,027",700
0.19,B01590,2020/07/18,0.0,"19,029,772",700
0.19,B01955,2020/07/18,-0.010000000000000009,"18,988,685",700
0.15,C00042,2020/07/18,0.0,"14,363,871",700
0.07,B01089,2020/07/18,0.0,"7,096,089",700
0.06,C00016,2020/07/18,0.0,"6,553,759",700
0.06,B01376,2020/07/18,0.0,"6,223,530",700
0.06,B01901,2020/07/18,0.0,"6,104,904",700
0.05,C00015,2020/07/18,0.0,"5,536,231",700
0.05,B01148,2020/07/18,0.0,"4,924,700",700
0.04,B01086,2020/07/18,0.0,"4,134,206",700
0.04,B01491,2020/07/18,-0.010000000000000002,"4,005,869",700
0.04,C00003,2020/07/18,0.010000000000000002,"3,931,984",700
0.03,C00088,2020/07/18,0.0,"3,676,677",700
0.03,B01413,2020/07/18,0.0,"3,350,955",700
0.03,C00028,2020/07/18,0.0,"3,191,750",700
0.03,B01143,2020/07/18,0.0,"3,127,449",700
0.03,C00036,2020/07/18,0.0,"2,926,697",700
0.02,B01353,2020/07/18,0.0,"2,721,787",700
0.02,C00037,2020/07/18,0.0,"2,637,247",700
0.02,B01581,2020/07/18,0.0,"2,548,790",700
0.02,B01345,2020/07/18,0.0,"2,355,856",700
0.02,B01115,2020/07/18,0.0,"2,243,526",700
0.02,B01654,2020/07/18,0.0,"2,108,829",700
0.02,B01777,2020/07/18,0.0,"2,065,050",700
0.02,B01727,2020/07/18,0.0,"2,055,018",700
0.02,B01842,2020/07/18,0.0,"2,050,663",700
0.02,B01686,2020/07/18,0.0,"1,925,490",700
0.02,B01338,2020/07/18,0.0,"1,911,405",700
0.01,B01938,2020/07/18,0.0,"1,812,658",700
0.01,C00058,2020/07/18,0.0,"1,755,047",700
0.01,C00002,2020/07/18,0.0,"1,754,396",700
0.01,C00041,2020/07/18,0.0,"1,723,390",700
0.01,B01826,2020/07/18,0.0,"1,687,359",700
0.01,B01762,2020/07/18,0.0,"1,606,886",700
0.01,B01695,2020/07/18,0.0,"1,532,910",700
0.01,B01825,2020/07/18,0.0,"1,425,900",700
0.01,B01610,2020/07/18,0.0,"1,392,150",700
0.01,B01118,2020/07/18,0.0,"1,373,689",700
0.01,B01668,2020/07/18,0.0,"1,270,713",700
0.01,B01228,2020/07/18,0.0,"1,246,610",700
0.01,B01256,2020/07/18,0.0,"1,235,200",700
0.01,B01773,2020/07/18,0.0,"1,175,900",700
0.01,B01272,2020/07/18,0.0,"1,156,720",700
0.01,B01905,2020/07/18,0.0,"1,135,700",700
0.01,B02132,2020/07/18,0.0,"1,120,744",700
0.01,B01947,2020/07/18,0.0,"1,064,384",700
0.0,B01133,2020/07/18,0.0,"943,514",700
0.0,C00095,2020/07/18,0.0,"935,666",700
0.0,B01849,2020/07/18,0.0,"915,900",700
0.0,B01890,2020/07/18,0.0,"856,000",700
0.0,B01858,2020/07/18,0.0,"754,541",700
0.0,B01584,2020/07/18,0.0,"753,610",700
0.0,B01929,2020/07/18,0.0,"637,078",700
0.0,B01284,2020/07/18,0.0,"611,578",700
0.0,B01264,2020/07/18,0.0,"609,882",700
0.0,C00048,2020/07/18,0.0,"580,111",700
0.0,B01832,2020/07/18,0.0,"551,450",700
0.0,B01445,2020/07/18,0.0,"522,100",700
0.0,B01866,2020/07/18,0.0,"505,300",700
0.0,B01347,2020/07/18,0.0,"505,008",700
0.0,B01948,2020/07/18,0.0,"477,900",700
0.0,B01323,2020/07/18,0.0,"467,572",700
0.0,B01217,2020/07/18,0.0,"462,600",700
0.0,B01497,2020/07/18,0.0,"427,955",700
0.0,B01829,2020/07/18,0.0,"391,250",700
0.0,B01121,2020/07/18,0.0,"369,517",700
0.0,B01183,2020/07/18,0.0,"358,698",700
0.0,B01962,2020/07/18,0.0,"334,560",700
0.0,B01939,2020/07/18,0.0,"329,600",700
0.0,B01715,2020/07/18,0.0,"322,700",700
0.0,B01904,2020/07/18,0.0,"320,993",700
0.0,B01824,2020/07/18,0.0,"320,650",700
0.0,B01818,2020/07/18,0.0,"297,800",700
0.0,B01564,2020/07/18,0.0,"295,700",700
0.0,B01649,2020/07/18,0.0,"275,880",700
0.0,B01184,2020/07/18,0.0,"273,000",700
0.0,B01556,2020/07/18,0.0,"271,400",700
0.0,C00040,2020/07/18,0.0,"233,729",700
0.0,B01423,2020/07/18,0.0,"216,054",700
0.0,B01119,2020/07/18,0.0,"212,100",700
0.0,C00102,2020/07/18,0.0,"209,786",700
0.0,B01894,2020/07/18,0.0,"204,725",700
0.0,B01900,2020/07/18,0.0,"200,750",700
0.0,B01666,2020/07/18,0.0,"189,800",700
0.0,B01885,2020/07/18,0.0,"188,975",700
0.0,B01209,2020/07/18,0.0,"186,686",700
0.0,B01813,2020/07/18,0.0,"184,066",700
0.0,B01623,2020/07/18,0.0,"182,900",700
0.0,B01493,2020/07/18,0.0,"176,900",700
0.0,B01641,2020/07/18,0.0,"174,000",700
0.0,B01959,2020/07/18,0.0,"148,500",700
0.0,B02163,2020/07/18,0.0,"145,299",700
0.0,B01459,2020/07/18,0.0,"143,108",700
0.0,B02176,2020/07/18,0.0,"142,976",700
0.0,B01708,2020/07/18,0.0,"142,700",700
0.0,B01875,2020/07/18,0.0,"135,900",700
0.0,B01289,2020/07/18,0.0,"135,000",700
0.0,B01324,2020/07/18,0.0,"131,200",700
0.0,B01673,2020/07/18,0.0,"129,488",700
0.0,B02022,2020/07/18,0.0,"128,600",700
0.0,B01833,2020/07/18,0.0,"100,800",700
0.0,B01110,2020/07/18,0.0,"99,600",700
0.0,B01699,2020/07/18,0.0,"96,700",700
0.0,B01567,2020/07/18,0.0,"90,255",700
0.0,B01455,2020/07/18,0.0,"90,200",700
0.0,B01978,2020/07/18,0.0,"89,300",700
0.0,B01137,2020/07/18,0.0,"84,797",700
0.0,B01129,2020/07/18,0.0,"82,600",700
0.0,B01508,2020/07/18,0.0,"80,900",700
0.0,B01421,2020/07/18,0.0,"76,700",700
0.0,B01753,2020/07/18,0.0,"74,100",700
0.0,B01438,2020/07/18,0.0,"74,000",700
0.0,B01710,2020/07/18,0.0,"71,500",700
0.0,B01551,2020/07/18,0.0,"70,220",700
0.0,B01696,2020/07/18,0.0,"67,100",700
0.0,B01810,2020/07/18,0.0,"62,400",700
0.0,B01265,2020/07/18,0.0,"61,214",700
0.0,B01906,2020/07/18,0.0,"60,600",700
0.0,B01848,2020/07/18,0.0,"57,500",700
0.0,B01240,2020/07/18,0.0,"54,002",700
0.0,B01662,2020/07/18,0.0,"48,900",700
0.0,B01458,2020/07/18,0.0,"45,500",700
0.0,B01425,2020/07/18,0.0,"43,700",700
0.0,B01941,2020/07/18,0.0,"43,500",700
0.0,B01787,2020/07/18,0.0,"42,800",700
0.0,B01198,2020/07/18,0.0,"39,720",700
0.0,B01373,2020/07/18,0.0,"39,300",700
0.0,B01843,2020/07/18,0.0,"38,055",700
0.0,B01976,2020/07/18,0.0,"35,041",700
0.0,B01576,2020/07/18,0.0,"32,300",700
0.0,B01511,2020/07/18,0.0,"26,900",700
0.0,B01416,2020/07/18,0.0,"26,770",700
0.0,B01433,2020/07/18,0.0,"26,100",700
0.0,B01231,2020/07/18,0.0,"25,400",700
0.0,B01967,2020/07/18,0.0,"25,272",700
0.0,B01592,2020/07/18,0.0,"18,300",700
0.0,B02075,2020/07/18,0.0,"17,000",700
0.0,B01700,2020/07/18,0.0,"15,900",700
0.0,B01646,2020/07/18,0.0,"12,700",700
0.0,B02159,2020/07/18,0.0,"11,188",700
0.0,B01555,2020/07/18,0.0,"8,025",700
0.0,B01362,2020/07/18,0.0,"7,800",700
0.0,B01340,2020/07/18,0.0,"6,412",700
0.0,B01679,2020/07/18,0.0,"6,184",700
0.0,B01769,2020/07/18,0.0,"2,076",700
0.0,B02093,2020/07/18,0.0,"1,606",700
19.9,C00019,2020/07/18,0.019999999999999574,"1,169,803,367",3690
9.7,C00100,2020/07/18,-0.040000000000000924,"570,553,556",3690
8.12,C00010,2020/07/18,0.08000000000000007,"477,664,873",3690
7.44,B01224,2020/07/18,0.010000000000000675,"437,424,894",3690
3.53,B01274,2020/07/18,0.04999999999999982,"207,946,173",3690
